movieId,actors,director,music,screenwriter
266,"['Brigitte Bardot', 'Michel Piccoli', 'Jack Palance', 'Giorgia Moll', 'Fritz Lang', 'Raoul Coutard', 'Jean-Luc Godard', 'Linda Veras']",['Jean-Luc Godard'],['Georges Delerue'],['Jean-Luc Godard']
2142,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Michael Rapaport', 'Annabella Sciorra', 'Peter Berg', 'Robert Patrick', 'Arthur J. Nascarella', 'John Spencer', 'Janeane Garofalo', 'Noah Emmerich', 'Cathy Moriarty', 'Frank Vincent', 'Malik Yoba', 'Edie Falco', 'Paul Calderon', 'Deborah Harry', 'Tony Sirico', 'Method Man', 'John Doman', 'Philip Ettington']",['James Mangold'],['Howard Shore'],[]
468,"['River Phoenix', 'Keanu Reeves', 'James Russo', 'William Richert', 'Rodney Harvey', 'Chiara Caselli', 'Grace Zabriskie', 'Tom Troupe', 'Michael Parker', 'Jessie Thomas', 'Flea', 'Udo Kier', 'Sally Curtice']",['Gus Van Sant'],['Bill Stafford'],['Gus Van Sant']
2118,"['Kevin Spacey', 'Guy Pearce', 'Danny DeVito', 'James Cromwell', 'Kim Basinger', 'Russell Crowe', 'David Strathairn', 'Ron Rifkin', 'Matt McCoy', 'Paul Guilfoyle', 'Paolo Seganti', 'Elisabeth Granli', 'Sandra Taylor', 'Steve Rankin', 'Graham Beckel', 'Simon Baker', 'Allan Graf', 'Symba', 'Bob Clendenin', 'Lennie Loftin', 'Will Zahrn', 'Amber Smith', 'Darrell Sandeen', 'Michael Warwick', 'Shawnee Free Jones', 'Thomas Rosales, Jr.', 'Norman Howell', 'Brian Lally', 'John Mahon', 'Tomas Arana', 'Michael McCleery', 'Jack Conley', 'Jack Knight', 'Gene Wolande', 'Michael Chieffo', 'Ingo Neuhaus', 'Jim Metzler', 'Jeremiah Birkett', 'Salim Grant', 'Marisol Padilla Sánchez', 'Jeff Sanders', 'Steven Lambert', 'Jordan Marder', 'Gregory White', 'April Breneman', 'Brenda Bakke', 'Rebecca Klingler', 'Irene Roseen', 'Scott Eberlein', 'David St. James', 'Jeff Austin', 'Robert Foster', 'Robert Thompson', 'Don Pulford', 'Jan Citron', 'Scott McKinley', 'George Oliver', 'Jimmy Ortega', 'Gilbert Rosales', 'Nectar Rose', 'Rocco Salata', 'Dell Yount']",['Curtis Hanson'],['Jerry Goldsmith'],"['Curtis Hanson', 'Brian Helgeland']"
1959,"['Rachel Weisz', 'Vincent Pérez', 'Ian McKellen', 'Kathy Bates', 'Joss Ackland', 'Zoë Wanamaker', 'Tony Haygarth', 'Fiona Victory', 'Roger Ashton-Griffiths', 'William Scott-Masson', 'Eve Matheson', 'Dave Hill', 'Tom Bell']",['Beeban Kidron'],['John Barry'],['Tim Willocks']
1281,"['Rowan Atkinson', 'Peter MacNicol', 'John Mills', 'Pamela Reed', 'Harris Yulin', 'Burt Reynolds', 'Larry Drake', 'Danny Goldring', 'Johnny Galecki', 'Chris Ellis', 'Sandra Oh', 'Andrew Lawrence', 'Peter Egan', 'Peter Capaldi', 'June Brown', 'Peter James']",['Mel Smith'],['Howard Goodall'],"['Richard Curtis', 'Robin Driscoll']"
4995,"['Mark Wahlberg', 'Burt Reynolds', 'John C. Reilly', 'Julianne Moore', 'Thomas Jane', 'Heather Graham', 'Philip Seymour Hoffman', 'William H. Macy', 'Don Cheadle', 'Luis Guzmán', 'Alfred Molina', 'Robert Ridgely', 'Philip Baker Hall', 'Robert Downey Sr.', 'Nicole Ari Parker', 'Ricky Jay', 'Rico Bueno', 'Veronica Hart', 'Samson Barkhordarian', 'Nina Hartley', 'Brad Braeden', 'Joanna Gleason', 'Lawrence Hudd', 'Michael Stein', 'Stanley DeSantis', 'Patricia Forte', 'Kai Lennox', 'Laurel Holloman', 'Jason Andrews', ""Lil' Cinderella"", 'Greg Lauren', 'Tom Dorfmeister', 'Jason ""Jake"" Cross', 'Jack Wallace', 'Selwyn Emerson Miller', 'Jamielyn Lippman', 'Missy Spell Tanner', 'Raymond Laboriel', 'Melora Walters', 'Jon Brion', 'Brian Kehew', 'Robin Sharp', 'Audrey Wiechman', 'Tim Soronen', 'Michael Jace', 'Alexander D. Slanger', 'Tom Lenk', 'Lexi Leigh', 'Laura Gronewold', 'Vernon Guichard II', 'Tony Tedeschi', 'Leslie Redden', 'Gregory T. Daniel', 'Jonathan Quint', 'Michael Penn', 'Don Amendolia', 'Summer Cummings', 'Skye Blue', 'Jack Riley', 'John Doe', 'Channon Roe', 'Mike Gunther', 'Michael Raye Smith', 'Michael S. Stencil', 'Dustin Courtney', 'Allan Graf', 'Jose Chaidez', 'B. Philly Johnson', 'Joe G.M. Chan', 'Goliath', 'Israel Juarbe', 'George Anthony Rae', 'Eric Winzenried', 'Sharon Ferrol-Young', 'Anne Fletcher', 'Scott Fowler', 'Melanie A. Gage', 'Eddie Garcia', 'Sebastian La Cause', 'Lance MacDonald', 'Diane Mizota', 'Nathan Prevost', 'Lisa Ratzin', 'Dee Dee Weathers', 'Darrel W. Wright', 'Greg Bronson', 'Grace Bustos', 'Jorga Caye', 'Tyrone D. Dixon', 'Theo Mayes', 'Coleman McClary', 'Jami Philbrick', 'Misty Tamburelli', 'Sean Welch']",['Paul Thomas Anderson'],['Michael Penn'],['Paul Thomas Anderson']
489,"['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Vik Sahay', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', ""Patrick O'Donnell"", 'Frank Nakashima', 'Christopher Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Riva Di Paola', 'Daniel Olsen', 'Christian Harmony', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Stephen Trouskie', 'Elisabeth Anne Hughes']",['Gus Van Sant'],[],[]
6283,"['Nathan Lane', 'Lee Evans', 'Vicki Lewis', 'Maury Chaykin', 'Eric Christmas', 'Michael Jeter', 'Debra Christofferson', 'Camilla Søeberg', 'Ian Abercrombie', 'Annabelle Gurwitch', 'Eric Poppick', 'Ernie Sabella', 'William Hickey', 'Christopher Walken', 'Cliff Emmich', 'Melanie MacQueen', 'Brianna Shebby', 'Danielle Shebb', 'Leslie Upson', 'Mario Cantone', 'Peter Anthony Rocca', 'Steve Bean', 'Suzanne Krull', 'William Frankfather']",['Gore Verbinski'],[],['Adam Rifkin']
597,"['Kate Winslet', 'Leonardo DiCaprio', 'Frances Fisher', 'Billy Zane', 'Kathy Bates', 'Gloria Stuart', 'Bill Paxton', 'Bernard Hill', 'David Warner', 'Victor Garber', 'Jonathan Hyde', 'Suzy Amis', 'Lewis Abernathy', 'Nicholas Cascone', 'Danny Nucci', 'Jason Barry', 'Lew Palter', 'Eric Braeden', 'Bernard Fox', 'Ewan Stewart', 'Ioan Gruffudd', 'Jonny Phillips', 'Edward Fletcher', 'Scott G. Anderson', 'Martin East', 'Gregory Cooke', 'Alexandrea Owens', 'Seth Adkins', 'Michael Ensign', 'Anatoly M. Sagalevitch', 'Martin Hub', 'Mark Lindsay Chapman', 'Richard Graham', 'Paul Brightwell', 'Ron Donachie', 'Charlotte Chatton', 'Fannie Brett', 'Jenette Goldstein', 'Camilla Overbye Roos', 'Linda Kerns', 'Amy Gaipa', 'Martin Jarvis', 'Rosalind Ayres', 'Rochelle Rose', 'Jonathan Evans-Jones', 'Brian Walsh', 'Rocky Taylor', 'Craig Kelly', 'Liam Tuohy', 'Simon Crane', 'James Lancaster', 'Elsa Raven', 'Reece P. Thompson III', 'Laramie Landis', 'Mark Rafael Truitt', 'John Walcutt', 'Terry Forrestal', 'Derek Lea', 'Richard Ashton', 'Sean Nepita', 'Brendan Connolly', 'David Cronnelly', 'Garth Wilton', 'Richard Fox', 'Nick Meaney', 'Kevin Owers', 'Mark Capri', 'Marc Cass', 'Paul Herbert', 'Emmett James', 'Chris Byrne', 'Oliver Page', 'James Garrett', 'Erik Holland', 'Erik Holland', 'Jari Kinnunen', 'Anders Falk', 'Barry Dennen', 'Vern Urich', 'Rebecca Klingler', ""Tricia O'Neil"", 'Kathleen S. Dunn', 'Romeo Francis', 'Mandana Marino', 'Van Ling', 'Bjørn Olsen', 'Dan Pettersson', 'Shay Duffin', 'Greg Ellis', 'Diana Morgan', 'Kris Andersson', 'Bobbie Bates', 'Aaron James Cash', 'Anne Fletcher', 'Edmond Alan Forsyth', 'Andie Hicks', 'Scott Hislop', 'Stan Mazin', 'Lisa Ratzin', 'Julene Renee', 'Brian Baines', 'Ellie Bensinger', 'Alexandra Boyd', 'Mike Butters', 'James Cameron', 'Bruno Campolo', 'Chris Cragnotti', 'Kevyn Currie', 'Kevin De La Noy', 'Thomas Fiss', 'Griffin Howell', 'Sean Howse', 'Tony Kenny', 'Bret Aaron Knower', 'George Kosty III', 'George Kosty Jr.', 'Geoffrey C. Kosty', 'Gregory Charles Kosty', 'Sean Lawlor', 'John Leonhardt', 'Miguel A. Lomelin', 'Don Lynch', 'Johnny Martin', 'Ryan McClurkin', 'Meghan McLeod', ""Mike O'Neal"", 'Julian Oros', 'Phil Parlapiano', 'Judy Prestininzi', 'Steven Quale', 'Olivia Rosewood', 'John Slade', 'Stephen Wolfe Smith', 'R. Gern Trowbridge', 'Francisco Váldez', 'Lucie Zolcerova']",['James Cameron'],['James Horner'],['James Cameron']
714,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher', 'Ricky Jay', 'Götz Otto', 'Joe Don Baker', 'Vincent Schiavelli', 'Judi Dench', 'Desmond Llewelyn', 'Samantha Bond', 'Colin Salmon', 'Geoffrey Palmer', 'Julian Fellowes', 'Terence Rigby', 'Nina Young', 'Daphne Deckers', 'Colin Stinton', 'Al Matthews', 'Cecilie Thomsen', 'Mark Spalding', 'Bruce Alexander', 'Anthony Green', 'Christopher Bowen', 'Andrew Hawkins', 'Dominic Shaun', 'Julian Rhind-Tutt', 'Gerard Butler', 'Michael Byrne', 'Pip Torrens', 'Hugh Bonneville', 'Jason Watkins', 'Brendan Coyle', 'Nadia Cameron-Blakey']",['Roger Spottiswoode'],['David Arnold'],['Bruce Feirstein']
586,"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche', 'Woody Harrelson', 'Jim Belushi', 'Denis Leary', 'Willie Nelson', 'Andrea Martin', 'Kirsten Dunst', 'William H. Macy', 'John Michael Higgins', 'Suzie Plakson', 'Michael Belson', 'Suzanne Cryer', 'Jason Cottle', 'Jenna Byrne']",['Barry Levinson'],['Mark Knopfler'],"['Hilary Henkin', 'David Mamet']"
267,"['Liberto Rabal', 'Francesca Neri', 'Javier Bardem', 'Penélope Cruz', 'Ángela Molina', 'José Sancho', 'Pilar Bardem', 'Alex Angulo', 'Mariola Fuentes', 'Yael Be', 'Josep Molins', 'Daniel Lanchas', 'María Rosenfeldt', 'Antonio Henares', 'Diego de Paz', 'Emilio Rodríguez']",['Pedro Almodóvar'],['Alberto Iglesias'],"['Pedro Almodóvar', 'Jorge Guerricaechevarría', 'Ray Loriga']"
1965,"['Michael Douglas', 'Gwyneth Paltrow', 'Viggo Mortensen', 'Sarita Choudhury', 'Constance Towers', 'David Suchet', 'Will Lyman', 'Maeve McGuire', 'Michael P. Moran', 'Novella Nelson', 'Christian Chase']",['Andrew Davis'],['James Newton Howard'],"['Frederick Knott', 'Patrick Smith Kelly']"
1389,"['George Clooney', 'Jennifer Lopez', 'Ving Rhames', 'Don Cheadle', 'Albert Brooks', 'Steve Zahn', 'Isaiah Washington', 'Dennis Farina', 'Luis Guzmán', 'Keith Loneker', 'Catherine Keener', 'Nancy Allen', 'Michael Keaton', 'Viola Davis', 'Samuel L. Jackson', 'Paul Calderon']",['Steven Soderbergh'],['David Holmes'],['Scott Frank']
95,"['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler', 'Will Patton', 'Steve Buscemi', 'William Fichtner', 'Michael Clarke Duncan', 'Peter Stormare', 'Owen Wilson', 'Ken Hudson Campbell', 'Jessica Steen', 'Chris Ellis', 'Keith David', 'Jason Isaacs', 'Marshall R. Teague', 'J. Patrick McCormack', 'Ian Quinn', 'Charlton Heston', 'Eddie Griffin', 'Sage Allen', 'Grace Zabriskie', 'Grayson McCouch', 'Clark Heathcliffe Brolly', 'Greg Collins', 'John Mahon', 'K.C. Leomiti', 'Stanley Anderson', 'James Harper', 'Harry Humphries', 'Ellen Cleghorne', 'Udo Kier', 'Anthony Guidera', 'Dyllan Christopher', 'Judith Hoag', 'Deborah Nishimura', 'Albert Wong', 'Jim Ishida', 'John Aylward', 'Mark Curry', 'Seiko Matsuda', 'Steven Ford', 'Christian Clemenson', 'Shawnee Smith', 'Bodhi Elfman', 'Dina Morrone', 'Patrick Lander', 'Brian Mulligan', 'Patrick Richwood', 'Frank Van Keeken', 'Googy Gress', 'Frederick Weller', 'Jeff Austin', 'Matt Malloy', 'H. Richard Greene', 'Brian Brophy', 'Peter Murnik', 'Brian Hayes Currie', 'Andy Milder', 'Michael Kaplan', 'Duke Valenti', 'Michael Taliferro', 'Billy Devlin', 'Michele Edison', 'Michael Bay', 'Mary Ann Schmidt', 'Judi Beecher']",['Michael Bay'],['Trevor Rabin'],"['Robert Roy Pool', 'Jonathan Hensleigh', 'Shane Salerno', 'J.J. Abrams', 'Tony Gilroy']"
1366,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Tony Burton', 'Joe Frazier', 'Jimmy Gambina', 'Jodi Letizia', 'Stan Shaw', 'Michael Dorn', 'DeForest Covan', 'Bill Baldwin', 'Lloyd Kaufman', 'Al Silvani', 'George Memmoli', 'Diana Lewis', ""George O'Hanlon"", 'Larry Carroll', 'Frank Stallone', 'Don Sherman', 'Billy Sands', 'Simmy Bow', 'Jane Marla Robbins', 'Frank Pesce', 'John Pleshette', 'Lavelle Roby', 'Pedro Lovell', 'Stu Nahan', 'Hank Rolike', ""Shirley O'Hara"", 'Kathleen Parker', 'Frankie Van', 'Arnold Johnson', 'Arthur Tovey']",['John G. Avildsen'],['Bill Conti'],['Sylvester Stallone']
380,"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino', 'Gerald R. Molen', 'Jack Murdock', 'Michael D. Roberts', 'Ralph Seymour', 'Lucinda Jenney', 'Bonnie Hunt', 'Kim Robillard', 'Beth Grant', 'Dolan Dougherty', 'Marshall Dougherty', 'Patrick Dougherty', 'Peter Dougherty', 'Andrew Dougherty', 'Loretta Wendt Jolivette', 'Donald E. Jones', 'Bryon P. Caunar', 'Donna J. Dickson', 'Ralph Tabakin', 'Ray Baker', 'Jake Hoffman', 'Royce D. Applegate', 'Anna Mathias', 'Archie Hahn', 'Luisa Leschin', 'Ira Miller', 'Chris Mulkey', 'Julie Payne', 'Reni Santoni', 'Ruth Silveira', 'Jonathan Stark', 'Lynne Marie Stewart', 'Arnold F. Turner', 'Gigi Vorgan', 'Barry Levinson', 'Mark Winn', 'June Christopher']",['Barry Levinson'],['Hans Zimmer'],"['Barry Morrow', 'Ronald Bass']"
466,"['Jane Fonda', 'Donald Sutherland', 'Charles Cioffi', 'Roy Scheider', 'Dorothy Tristan', 'Vivian Nathan', 'Robert Milli', 'Betty Murray', 'Rita Gam', 'Jean Stapleton', 'Morris Strassberg', 'Sylvester Stallone']",['Alan J. Pakula'],['Michael Small'],"['Andy Lewis', 'David P. Lewis']"
2108,"['Emilio Estevez', 'Anthony Michael Hall', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy', 'Paul Gleason', 'John Kapelos', 'Ron Dean', 'Perry Crawford', 'Fran Gargano', 'Mary Christian', 'Mercedes Hall', 'Tim Gamble']",['John Hughes'],['Keith Forsey'],['John Hughes']
948,"['Donald Pleasence', 'Jamie Lee Curtis', 'P.J. Soles', 'Nancy Kyes', 'Nick Castle', 'Tony Moran', 'Will Sandin', 'Charles Cyphers', 'Kyle Richards', 'Brian Andrews', 'John Michael Graham', 'Sandy Johnson', 'Nancy Stephens', 'Arthur Malet', 'Mickey Yablans', 'Brent Le Page', 'Adam Hollander', 'Robert Phalen', 'David Kyle', 'Peter Griffith', 'Barry Bernardi', 'John Carpenter', ""George O'Hanlon Jr."", 'Darla Rae', 'Gwen Van Dam']",['John Carpenter'],['John Carpenter'],"['Debra Hill', 'John Carpenter']"
609,"['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight', ""Heather O'Rourke"", 'Dominique Dunne', 'Oliver Robins', 'Zelda Rubinstein', 'Martin Casella', 'James Karen', 'Robert Broyles', 'Richard Lawson', 'Sonny Landham', 'Michael McManus', 'Virginia Kiser', 'Lou Perryman', 'Noel Conlon']",['Tobe Hooper'],['Jerry Goldsmith'],"['Steven Spielberg', 'Michael Grais', 'Mark Victor']"
942,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Joss Ackland', ""Derrick O'Connor"", 'Patsy Kensit', 'Darlene Love', 'Steve Kahan', 'Mark Rolston', 'Jenette Goldstein', 'Dean Norris', 'Juney Smith', 'Nestor Serrano', 'Philip Suriano', 'Grand L. Bush', 'Allan Dean Moore', 'Jack McGee', 'Mary Ellen Trainor', 'Traci Wolfe', 'Ebonie Smith', 'Damon Hines']",['Richard Donner'],"['Eric Clapton', 'Michael Kamen', 'David Sanborn']",['Jeffrey Boam']
943,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo', 'Stuart Wilson', 'Steve Kahan', 'Mary Ellen Trainor', 'Darlene Love', 'Traci Wolfe', 'Ebonie Smith', 'Damon Hines']",['Richard Donner'],"['Eric Clapton', 'Michael Kamen', 'David Sanborn', 'Elton John']","['Robert Mark Kamen', 'Jeffrey Boam']"
928,"['Zach Galligan', 'Phoebe Cates', 'John Glover', 'Robert Prosky', 'Robert Picardo', 'Christopher Lee', 'Haviland Morris', 'Jackie Joseph', 'Gedde Watanabe', 'Keye Luke', 'Kathleen Freeman', 'Don Stanton', 'Dan Stanton', 'Shawn Nelson', 'Dick Miller', 'Paul Bartel', 'John Astin', 'Henry Gibson', 'Leonard Maltin', 'Hulk Hogan', 'Tony Randall', 'Howie Mandel', 'Frank Welker', 'Belinda Balaski', 'Rick Ducommun', 'Julia Sweeney', 'Sylvester Stallone']",['Joe Dante'],['Jerry Goldsmith'],['Chris Columbus']
19,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge', 'Fritz Rasp', 'Theodor Loos', 'Erwin Biswanger', 'Heinrich George', 'Olaf Storm', 'Helene Weigel', 'Margarete Lanner', 'Hanns Leo Reich', 'Fritz Alberti', 'Heinrich Gotho', 'Grete Berger', 'Curt Siodmak', 'Rolf von Goth', 'Helen von Münchofen', 'Georg John', 'Arthur Reinhardt', 'Henrietta Siodmak']",['Fritz Lang'],"['Gottfried Huppertz', 'Otto Harzner']","['Fritz Lang', 'Thea von Harbou']"
165,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Elisabeth Shue', 'James Tolkan', 'Jeffrey Weissman', 'Casey Siemaszko', 'Billy Zane', 'Darlene Vogel', 'Elijah Wood', 'Jason Scott Lee', 'Ricky Dean Logan', 'Charles Fleischer', 'J.J. Cohen', 'Flea', 'Joe Flaherty', 'Neil Ross', 'Al White', 'Thomas F. Wilson', 'E. Casanova Evans', 'Jay Koch', 'Charles Gherardi', 'John Thornton', 'Theo Schwartz', 'Lindsey Whitney Barry', 'Judy Ovitz', 'Stephanie Williams', 'Marty Levy', 'Jim Ishida', 'Nikki Birdsong', 'Junior Fann', 'Shaun Hunter', 'George Buck Flower', 'Tamara Carrera', 'Tracy Dali', 'Jennifer Brown', 'Irina Cashen', 'Angela Greenblatt', 'Cameron Moore', 'Justin Mosley Spink', 'Lisa Freeman', 'John Erwin', 'Harry Waters, Jr.', 'David Harold Brown', 'Tommy Thomas', 'Lloyd L. Tolbert', ""Granville 'Danny' Young"", 'Wesley Mann', 'Freddie', 'Crispin Glover', 'Todd Blood', 'Sean Michael Fish', 'Donald Fullilove', 'Annette May', 'Mary Ellen Trainor']",['Robert Zemeckis'],['Alan Silvestri'],['Bob Gale']
196,"['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson', 'Lea Thompson', 'Elisabeth Shue', 'James Tolkan', 'Matt Clark', 'Christopher Wynne', 'Sean Sullivan', 'Mike Watson', 'Foster', 'Freddie', 'Marc McClure', 'Wendie Jo Sperber', 'Jeffrey Weissman', 'Flea', 'J.J. Cohen', 'Ricky Dean Logan', 'Dean Cundey', 'Richard Dysart', 'Pat Buttram', 'Harry Carey, Jr.', 'Dub Taylor', 'Hugh Gillin', 'Burton Gilliam', 'Bill McKinney', 'Donovan Scott', 'Marvin J. McIntyre', 'Kaleb Henley', 'Todd Cameron Brown', 'Dannel Evans', 'Leslie A. Prickett', 'Jo B. Cummings', 'Steve McArthur', 'John Ickes', 'James A. Rammel', 'Michael Klastorin', 'Michael Mills', 'Flea', 'Kenny Myers', 'Brad McPeters', 'Phinnaes D.', 'Rod Kuehne', 'Leno Fletcher', 'Joey Newington', 'Larry Ingold', 'Tim Konrad', 'Glenn Fox', 'Frank Beard', 'Billy Gibbons', 'Dorothy Hack', 'Dusty Hill', 'Marion Tumen']",['Robert Zemeckis'],['Alan Silvestri'],['Bob Gale']
551,"['Gene Hackman', 'Ernest Borgnine', 'Red Buttons', 'Carol Lynley', 'Roddy McDowall', 'Stella Stevens', 'Shelley Winters', 'Jack Albertson', 'Leslie Nielsen', 'Pamela Sue Martin', 'Eric Shea', 'Fred Sadoff', 'Roseann Williams', ""Arthur O'Connell"", 'Sheila Allen', 'Jan Arvan', 'Byron Webster', 'John Crawford', 'Bob Hastings', 'Erik L. Nelson', 'Charles Bateman']","['Ronald Neame', 'Irwin Allen']",['John Williams'],"['Wendell Mayes', 'Stirling Silliphant']"
1411,"['Mimi Rogers', 'Patrick Bauchau', 'David Duchovny', 'Darwyn Carson', 'Will Patton', 'James Le Gros', 'Dick Anthony Williams', 'Douglas Roberts', 'Stéphanie Menuez', 'Sam Vlahos', 'Kimberly Cullum', 'Scott Burkholder', 'Carole Davis', 'Terri Hanauer', 'Kane Hodder']",['Michael Tolkin'],['Thomas Newman'],[]
1779,"['Michael Moore', 'Roger B. Smith', 'Rhonda Britton', 'Fred Ross']",['Michael Moore'],[],[]
678,"['Robert Mitchum', 'Jane Greer', 'Kirk Douglas', 'Rhonda Fleming', 'Richard Webb', 'Steve Brodie', 'Virginia Huston', 'Paul Valentine', 'Dickie Moore', 'Ken Niles', 'Mary Field', 'Oliver Blake', 'Harry Hayden', 'Theresa Harris', 'Frank Wilcox', 'John Kellogg', 'Brooks Benedict', 'Homer Dickenson', 'Mike Lally', 'Bill Wallace', 'Eumenio Blanco', 'Victor Romito', 'Wesley Bly', 'Mildred Boyd', 'James Bush', 'James Conaty', 'Alphonso DuBois', 'Rudy Germane', 'Adda Gleason', 'Philip Morris', 'Manuel París', 'Caleb Peterson', 'Jeffrey Sayre', 'Charles Regan', 'Tony Roux', 'Wallace Scott', 'Archie Twitchell']",['Jacques Tourneur'],['Roy Webb'],['Daniel Mainwaring']
907,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin', 'Rod Steiger', 'Alec Guinness', 'Siobhán McKenna', 'Ralph Richardson', 'Gérard Tichy', 'Noel Willman', 'Jack MacGowran', 'Mark Eden', 'Erik Chitty', 'Klaus Kinski', 'Rita Tushingham', 'Tom Courtenay', 'Bernard Kay', 'Geoffrey Keen', 'Adrienne Corri', 'Roger Maxwell', 'Wolf Frees', 'Gwen Nelson', 'Lilí Murati', 'Peter Madden', 'Luana Alcañiz', 'Emilio Carrer', 'José María Caffarel', 'Catherine Ellison', 'Víctor Israel', 'Inigo Jackson', 'Leo Lähteenmäki', 'María Martín', 'José Nieto', 'Ricardo Palacios', 'Ingrid Pitt', 'Robert Rietty', 'Virgílio Teixeira', 'María Vico', 'Pilar Gómez Ferrer', 'Aldo Sambrell']",['David Lean'],['Maurice Jarre'],['Robert Bolt']
227,"['Matt Dillon', 'Ralph Macchio', 'C. Thomas Howell', 'Patrick Swayze', 'Rob Lowe', 'Emilio Estevez', 'Tom Cruise', 'Glenn Withrow', 'Diane Lane', 'Leif Garrett', 'Darren Dalton', 'Michelle Meyrink', 'Gailard Sartain', 'Tom Waits', 'Sofia Coppola', 'William Smith']",['Francis Ford Coppola'],['Carmine Coppola'],['Kathleen Rowell']
805,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer', 'Maurice Evans', 'Ralph Bellamy', 'Victoria Vetri', 'Patsy Kelly', 'Elisha Cook Jr.', 'Emmaline Henry', 'Marianne Gordon', 'Charles Grodin', 'Hanna Landy', 'Phil Leeds', ""D'Urville Martin"", 'Hope Summers', 'Wende Wagner', 'William Castle', 'Bill Baldwin', 'Walter Baldwin', 'Tony Curtis', 'Jack Knight', 'George Savalas']",['Roman Polanski'],['Krzysztof Komeda'],['Roman Polanski']
4011,"['Geena Davis', 'Alec Baldwin', 'Winona Ryder', 'Michael Keaton', ""Catherine O'Hara"", 'Jeffrey Jones', 'Glenn Shadix', 'Sylvia Sidney', 'Patrice Martinez', 'Dick Cavett', 'Robert Goulet', 'Maree Cheatham', 'Susan Kellermann', 'Carmen Filpi', 'Annie McEnroe', 'Rachel Mittelman', 'Hugo Stanger', 'Maurice Page', 'J. Jay Saunders', 'Mark Ettlinger', 'Cindy Daly', 'Tony Cox', 'Duane Davis', 'Simmy Bow', 'Adelle Lutz', 'Harry Belafonte', 'Charles Schneider', 'Christine Bridges']",['Tim Burton'],['Danny Elfman'],"['Warren Skaaren', 'Michael McDowell']"
1580,"['James Stewart', 'John Dall', 'Farley Granger', 'Constance Collier', 'Douglas Dick', 'Edith Evanson', 'Dick Hogan', 'Joan Chandler', 'Cedric Hardwicke']",['Alfred Hitchcock'],[],"['Ben Hecht', 'Arthur Laurents']"
940,"['Margaret Lockwood', 'Michael Redgrave', 'Dame May Whitty', 'Paul Lukas', 'Basil Radford', 'Naunton Wayne', 'Cecil Parker', 'Linden Travers', 'Mary Clare', 'Emile Boreo', 'Googie Withers', 'Sally Stewart', 'Philip Leaver', 'Selma Vaz Dias', 'Catherine Lacey', 'Josephine Wilson', 'Charles Oliver', 'Kathleen Tremaine']",['Alfred Hitchcock'],"['Charles Williams', 'Louis Levy']","['Sidney Gilliat', 'Frank Launder']"
2762,"['Nova Pilbeam', 'Derrick De Marney', 'Percy Marmont', 'Edward Rigby', 'Mary Clare', 'John Longden', 'George Curzon', 'Basil Radford', 'Pamela Carme', 'George Merritt', 'J.H. Roberts', 'Jerry Verno', 'H.F. Maltby', 'John Miller']",['Alfred Hitchcock'],[],"['Charles Bennett', 'Edwin Greenwood', 'Anthony Armstrong']"
2761,"['John Gielgud', 'Peter Lorre', 'Madeleine Carroll', 'Robert Young', 'Percy Marmont', 'Florence Kahn', 'Charles Carson', 'Lilli Palmer', 'Michael Rennie']",['Alfred Hitchcock'],[],['Charles Bennett']
